dt,sensor,tmp,hum,press
"2016, 11, 7",sensor_0,35.95033333,36.00255556,101756.0122
"2016, 11, 7",sensor_0,35.19147222,37.99127778,101710.8983
"2016, 11, 7",sensor_0,33.80383333,48.53844444,101768.5354
"2016, 11, 7",sensor_0,31.32319444,56.92411111,101819.3008
"2016, 11, 7",sensor_0,30.26372222,61.31116667,101861.9698
"2016, 11, 7",sensor_0,29.34255556,63.80566667,101891.054
"2016, 11, 7",sensor_0,29.60163889,62.30869444,101907.5043
"2016, 11, 7",sensor_0,29.04977778,65.40963889,101906.375
"2016, 11, 7",sensor_0,29.23241667,66.41425,101879.0332
"2016, 11, 7",sensor_0,29.55802778,65.72372222,101873.4212
"2016, 11, 7",sensor_0,29.42841667,67.5315,101895.4003
"2016, 11, 7",sensor_0,29.07702778,68.91227778,101916.213
"2016, 11, 7",sensor_0,29.06205556,68.99388889,101948.4559
"2016, 11, 7",sensor_0,29.70013889,66.86263889,101997.7746
"2016, 11, 7",sensor_0,37.56552778,46.59661111,102034.3861
"2016, 11, 7",sensor_0,42.68594444,36.17819444,102070.6683
"2016, 11, 7",sensor_0,43.18791667,33.33041667,102066.397
